SessionID;CustomerID;SessionDurationMinutes;NumberOfPagesVisited;ItemsAddedToCart;ItemsRemovedFromCart;DeviceUsed
44533;44;1.43;1;1;0;Tablet
44534;10381;13.12;20;2;1;Desktop
44535;256;13.52;9;0;0;Desktop
44536;2769;7.33;12;4;1;Desktop
44537;6382;11.36;12;0;0;Desktop
44538;6434;12.36;15;2;0;Mobile
44539;2751;4.44;5;0;0;Tablet
44540;8887;1.02;2;0;0;Desktop
44541;1423;32.74;20;0;0;Desktop
44542;10610;14.93;16;0;0;Desktop
44543;10107;1.85;1;0;0;Tablet
44544;10770;18.16;19;4;0;Desktop
44545;4446;9.00;6;0;0;Tablet
44546;6982;17.13;11;0;0;Tablet
44547;3920;11.10;7;0;0;Tablet
44548;12407;18.55;24;4;3;Desktop
44549;12110;11.31;12;4;0;Desktop
44550;8504;16.24;22;1;0;Tablet
44551;8823;10.05;9;2;0;Mobile
44552;1488;29.41;15;4;0;Mobile
44553;5087;12.91;10;0;0;Desktop
44554;11622;17.42;12;0;0;Mobile
44555;1705;8.49;10;0;0;Desktop
44556;187;9.16;8;3;0;Tablet
44557;7274;9.31;10;4;0;Tablet
44558;3280;35.16;20;0;0;Desktop
44559;6235;35.01;21;3;0;Desktop
44560;1836;33.19;17;1;0;Tablet
44561;2691;26.79;17;3;0;Mobile
44562;10414;11.60;7;0;0;Tablet
44563;11102;42.36;23;0;0;Tablet
44564;9480;7.55;7;0;0;Desktop
44565;6807;1.94;1;4;0;Tablet
44566;7785;9.45;17;0;0;Tablet
44567;8297;31.83;18;3;2;Mobile
44568;11646;28.24;18;3;0;Tablet
44569;9429;18.25;18;1;0;Tablet
44570;9234;4.37;3;2;0;Mobile
44571;7116;36.80;19;4;0;Desktop
44572;11359;31.46;17;2;0;Desktop
44573;9932;34.68;19;3;0;Desktop
44574;855;28.02;19;1;0;Mobile
44575;1519;3.24;5;0;0;Mobile
44576;11344;8.03;6;0;0;Mobile
44577;7338;28.19;25;2;1;Desktop
44578;1927;39.30;22;0;0;Tablet
44579;195;0.89;1;0;0;Mobile
44580;11917;3.91;2;1;0;Desktop
44581;4572;8.29;7;0;0;Mobile
44582;3584;27.92;15;0;0;Mobile
44583;9427;7.66;5;0;0;Mobile
44584;7877;11.58;23;0;0;Mobile
44585;10167;5.75;7;0;0;Desktop
44586;1388;19.07;14;0;0;Desktop
44587;2474;10.48;14;4;0;Tablet
44588;1629;16.59;21;0;0;Mobile
44589;7860;27.78;17;0;0;Mobile
44590;9505;25.66;17;1;0;Tablet
44591;8759;10.88;7;1;0;Desktop
44592;8247;8.90;17;1;0;Mobile
44593;8906;7.94;4;2;0;Tablet
44594;8830;12.29;18;3;1;Mobile
44595;2502;33.47;18;0;0;Tablet
44596;9293;22.98;17;4;0;Desktop
44597;5458;32.45;23;2;0;Mobile
44598;6860;25.67;23;4;0;Desktop
44599;2519;21.51;20;0;0;Desktop
44600;10685;1.92;1;4;1;Mobile
44601;10256;37.96;22;0;0;Tablet
44602;5144;46.17;24;0;0;Desktop
44603;6917;11.78;11;2;0;Tablet
44604;12375;37.62;20;0;0;Mobile
44605;10451;3.88;6;0;0;Tablet
44606;3938;31.36;16;0;0;Desktop
44607;61;11.26;8;1;0;Tablet
44608;4793;26.82;22;0;0;Mobile
44609;5460;8.92;5;0;0;Tablet
44610;12351;36.02;19;0;0;Desktop
44611;2554;12.36;24;3;0;Tablet
44612;9446;10.26;14;4;1;Mobile
44613;7454;21.67;13;1;0;Mobile
44614;3839;4.01;6;3;0;Mobile
44615;6306;13.70;12;1;0;Desktop
44616;10852;11.66;12;0;0;Tablet
44617;4273;5.85;6;0;0;Desktop
44618;8264;4.75;4;0;0;Tablet
44619;7642;35.98;25;0;0;Mobile
44620;1183;23.37;20;1;0;Mobile
44621;6066;23.79;20;2;0;Desktop
44622;8976;29.04;25;1;0;Tablet
44623;9070;35.24;19;4;1;Desktop
44624;4950;10.63;11;0;0;Tablet
44625;2578;15.24;10;0;0;Desktop
44626;4192;38.16;22;2;0;Mobile
44627;5823;30.24;20;1;0;Desktop
44628;2274;0.71;1;2;0;Desktop
44629;10699;26.69;20;1;0;Mobile
44630;4973;9.61;16;0;0;Desktop
44631;10677;32.15;24;4;0;Tablet
44632;5475;25.96;19;0;0;Mobile
44633;672;9.89;7;0;0;Mobile
44634;10393;10.66;13;0;0;Desktop
44635;5074;2.85;3;3;0;Tablet
44636;11614;31.23;23;0;0;Tablet
44637;12364;19.14;12;0;0;Tablet
44638;3800;13.28;10;0;0;Tablet
44639;2224;12.60;18;3;0;Tablet
44640;7189;34.80;19;0;0;Desktop
44641;9036;37.75;24;0;0;Desktop
44642;1830;5.51;3;0;0;Desktop
44643;4063;23.37;13;0;0;Desktop
44644;3305;26.25;16;4;0;Desktop
44645;4849;17.90;20;1;0;Mobile
44646;2582;2.88;4;0;0;Desktop
44647;6957;0.54;1;0;0;Tablet
44648;3685;30.18;18;3;0;Mobile
44649;2907;19.32;25;0;0;Desktop
44650;5328;41.67;25;0;0;Mobile
44651;7868;35.58;23;0;0;Mobile
44652;520;8.59;9;0;0;Desktop
44653;7408;9.39;6;2;0;Tablet
44654;8669;14.32;8;0;0;Tablet
44655;5483;16.28;10;2;0;Desktop
44656;9608;38.61;22;0;0;Tablet
44657;11138;11.98;11;0;0;Mobile
44658;7255;34.80;19;0;0;Desktop
44659;7840;25.55;17;0;0;Mobile
44660;5328;2.61;2;0;0;Tablet
44661;1679;46.26;24;3;0;Tablet
44662;5286;10.46;9;0;0;Desktop
44663;2222;8.68;9;0;0;Desktop
44664;3205;15.74;10;2;0;Mobile
44665;2680;1.58;2;0;0;Mobile
44666;87;16.28;20;0;0;Mobile
44667;6502;35.59;20;1;0;Tablet
44668;6701;28.13;22;0;0;Tablet
44669;2823;8.91;8;4;3;Mobile
44670;8680;39.73;21;0;0;Desktop
44671;7778;9.54;8;0;0;Mobile
44672;3590;1.31;2;4;3;Desktop
44673;3829;15.18;8;0;0;Mobile
44674;668;23.30;14;0;0;Desktop
44675;11114;12.64;11;2;0;Desktop
44676;6469;38.87;25;3;2;Tablet
44677;1085;19.12;17;0;0;Desktop
44678;2539;13.11;24;0;0;Mobile
44679;5265;7.63;4;0;0;Tablet
44680;11763;22.86;17;0;0;Desktop
44681;10909;42.70;23;4;0;Desktop
44682;5384;14.13;16;0;0;Mobile
44683;10107;33.95;18;1;0;Mobile
44684;11807;17.97;24;1;0;Mobile
44685;7562;4.65;3;0;0;Mobile
44686;10839;12.73;20;4;0;Tablet
44687;3414;21.48;16;2;0;Tablet
44688;3792;2.80;2;0;0;Mobile
44689;8209;15.33;10;4;0;Desktop
44690;11513;4.02;4;1;0;Desktop
44691;3373;12.25;14;3;0;Tablet
44692;1746;25.12;13;4;0;Tablet
44693;6832;15.93;19;3;0;Desktop
44694;7753;20.65;21;2;0;Tablet
44695;1875;9.89;10;4;3;Mobile
44696;11966;6.53;5;2;0;Desktop
44697;4302;13.88;18;0;0;Tablet
44698;8957;16.39;9;3;0;Desktop
44699;7649;8.77;17;3;0;Desktop
44700;11079;10.96;8;4;0;Mobile
44701;1094;6.33;9;0;0;Tablet
44702;11731;13.75;9;2;0;Mobile
44703;1067;6.65;5;0;0;Desktop
44704;10104;28.16;21;2;0;Tablet
44705;8148;9.78;6;4;0;Tablet
44706;3737;13.99;8;2;0;Tablet
44707;11692;31.85;20;0;0;Tablet
44708;2440;31.31;21;2;0;Tablet
44709;9905;3.01;2;0;0;Mobile
44710;4161;2.07;3;4;0;Tablet
44711;6241;32.23;17;4;0;Mobile
44712;7962;11.49;14;3;0;Mobile
44713;8194;17.96;10;0;0;Tablet
44714;6229;10.16;8;1;0;Desktop
44715;4247;16.44;10;4;0;Desktop
44716;11755;45.65;24;0;0;Tablet
44717;10539;39.78;25;0;0;Mobile
44718;6815;11.01;9;0;0;Desktop
44719;8857;18.39;13;1;0;Desktop
44720;6796;15.15;10;3;0;Mobile
44721;8669;8.51;8;3;0;Mobile
44722;3278;39.28;24;0;0;Tablet
44723;9729;5.68;6;0;0;Tablet
44724;845;5.44;3;0;0;Tablet
44725;10129;4.80;8;0;0;Tablet
44726;8911;40.52;21;1;0;Mobile
44727;11075;33.20;23;2;0;Desktop
44728;7405;0.70;1;0;0;Mobile
44729;5791;30.20;21;1;0;Tablet
44730;4692;27.54;18;0;0;Mobile
44731;1405;27.84;14;1;0;Tablet
44732;1806;1.70;3;0;0;Desktop
44733;9922;3.69;4;0;0;Tablet
44734;12193;19.21;17;0;0;Mobile
44735;3813;39.36;20;3;0;Tablet
44736;5674;16.54;19;2;0;Desktop
44737;216;20.96;11;2;0;Tablet
44738;9800;4.43;7;2;0;Desktop
44739;1887;12.42;20;0;0;Mobile
44740;6314;43.56;25;0;0;Tablet
44741;782;4.98;5;0;0;Tablet
44742;5685;30.62;21;1;0;Tablet
44743;7471;15.86;8;3;0;Desktop
44744;5312;18.35;14;3;2;Mobile
44745;11685;21.03;19;2;0;Desktop
44746;3176;2.36;2;2;0;Tablet
44747;10683;23.70;22;0;0;Mobile
44748;6641;14.60;10;0;0;Tablet
44749;11762;8.11;6;1;0;Tablet
44750;9810;26.66;21;0;0;Mobile
44751;498;23.62;15;1;0;Mobile
44752;11684;2.71;3;0;0;Mobile
44753;4519;42.33;22;0;0;Tablet
44754;8278;7.86;13;0;0;Tablet
44755;5693;4.18;8;0;0;Tablet
44756;6712;1.53;1;0;0;Desktop
44757;2966;11.71;9;3;0;Mobile
44758;10628;8.64;12;1;0;Mobile
44759;3156;6.97;6;3;1;Tablet
44760;8856;31.40;24;0;0;Mobile
44761;981;24.97;23;2;0;Desktop
44762;4346;5.44;3;1;0;Tablet
44763;11323;36.37;20;2;0;Mobile
44764;3018;12.61;7;4;1;Mobile
44765;11531;35.51;22;0;0;Mobile
44766;9177;25.08;18;0;0;Tablet
44767;7695;2.76;3;0;0;Tablet
44768;7945;13.34;9;1;0;Mobile
44769;8045;19.45;22;0;0;Tablet
44770;10498;30.17;25;2;0;Desktop
44771;10969;17.21;13;4;0;Desktop
44772;11480;1.71;3;1;0;Mobile
44773;4438;2.29;4;0;0;Desktop
44774;2216;1.47;1;2;0;Desktop
44775;2768;14.31;21;4;0;Desktop
44776;7726;25.31;17;0;0;Tablet
44777;3996;2.97;5;0;0;Mobile
44778;9438;25.17;17;0;0;Mobile
44779;5649;16.90;21;4;0;Tablet
44780;9966;22.55;17;0;0;Tablet
44781;2991;29.04;18;1;0;Desktop
44782;9449;44.48;25;0;0;Desktop
44783;9549;16.90;19;0;0;Desktop
44784;3718;23.93;21;1;0;Desktop
44785;877;6.53;4;4;0;Mobile
44786;12025;10.27;10;0;0;Mobile
44787;11620;23.55;13;4;0;Tablet
44788;11715;28.13;20;4;0;Tablet
44789;3443;4.76;5;2;1;Mobile
44790;2900;9.67;9;4;0;Tablet
44791;6664;41.66;24;0;0;Desktop
44792;4964;20.79;24;3;0;Mobile
44793;9153;39.55;21;0;0;Mobile
44794;8162;8.09;16;1;0;Desktop
44795;7357;1.24;1;0;0;Tablet
44796;9247;26.21;18;0;0;Tablet
44797;3460;32.43;18;3;0;Tablet
44798;1113;33.48;25;4;0;Mobile
44799;10597;14.38;21;0;0;Mobile
44800;3837;13.95;16;4;1;Tablet
44801;3793;10.37;17;2;0;Tablet
44802;7828;15.02;22;2;0;Tablet
44803;2930;21.95;18;0;0;Mobile
44804;10406;3.15;4;2;0;Tablet
44805;10423;9.23;9;0;0;Desktop
44806;1179;13.37;16;4;0;Tablet
44807;5887;7.22;9;1;0;Tablet
44808;4820;6.06;4;0;0;Desktop
44809;6305;9.55;6;3;0;Mobile
44810;4825;10.17;14;0;0;Desktop
44811;543;3.12;2;0;0;Desktop
44812;11257;20.56;18;0;0;Tablet
44813;4243;17.31;17;4;0;Tablet
44814;2133;5.76;7;3;0;Desktop
44815;12312;26.59;23;0;0;Tablet
44816;4531;7.78;10;1;0;Tablet
44817;11193;9.90;11;0;0;Tablet
44818;7562;6.85;6;1;0;Tablet
44819;6347;39.07;23;0;0;Desktop
44820;566;35.42;18;0;0;Mobile
44821;9965;9.91;6;0;0;Desktop
44822;6810;12.60;11;2;0;Tablet
44823;11073;17.69;16;2;0;Tablet
44824;9218;16.72;21;0;0;Tablet
44825;2449;28.10;15;0;0;Mobile
44826;960;34.72;23;0;0;Mobile
44827;184;20.47;21;2;0;Tablet
44828;1843;14.46;10;1;0;Desktop
44829;7769;5.42;9;0;0;Tablet
44830;627;21.14;15;2;0;Desktop
44831;121;47.33;24;0;0;Desktop
44832;9052;5.38;7;0;0;Mobile
44833;9724;25.82;15;3;0;Tablet
44834;8404;36.10;21;0;0;Tablet
44835;10801;10.50;6;3;2;Tablet
44836;4715;29.53;21;0;0;Desktop
44837;8919;7.05;10;0;0;Mobile
44838;10305;8.90;5;0;0;Tablet
44839;9891;13.71;7;1;0;Tablet
44840;5439;24.89;14;1;0;Tablet
44841;10626;2.81;2;4;0;Mobile
44842;981;0.72;1;1;0;Desktop
44843;2199;21.97;19;1;0;Tablet
44844;1382;23.17;12;3;0;Desktop
44845;4880;11.84;16;3;2;Tablet
44846;213;3.57;5;0;0;Desktop
44847;1944;30.17;17;3;0;Mobile
44848;55;43.00;25;0;0;Mobile
44849;1283;38.77;24;0;0;Tablet
44850;3139;3.84;4;4;0;Mobile
44851;8657;16.97;24;3;0;Mobile
44852;4659;40.81;25;0;0;Mobile
44853;3133;17.38;14;0;0;Mobile
44854;10886;29.84;21;2;0;Desktop
44855;7077;16.04;14;3;0;Mobile
44856;3631;17.09;12;0;0;Mobile
44857;4147;18.43;10;0;0;Tablet
44858;6730;0.76;1;3;0;Tablet
44859;11132;9.00;8;1;0;Desktop
44860;12408;5.52;3;4;0;Desktop
44861;5757;45.96;25;0;0;Desktop
44862;5203;16.19;18;1;0;Mobile
44863;10210;17.31;12;0;0;Mobile
44864;5821;17.71;9;1;0;Desktop
44865;8800;8.73;5;1;0;Tablet
44866;4932;22.01;13;1;0;Desktop
44867;5046;24.08;14;3;0;Desktop
44868;4613;27.14;14;1;0;Desktop
44869;7540;17.33;17;4;0;Desktop
44870;633;41.66;23;0;0;Desktop
44871;4349;25.27;16;3;0;Mobile
44872;867;7.30;4;0;0;Tablet
44873;9249;9.97;8;0;0;Mobile
44874;3272;32.05;19;3;0;Tablet
44875;9099;17.76;12;0;0;Tablet
44876;9876;46.26;25;0;0;Mobile
44877;6234;23.61;21;2;0;Desktop
44878;11472;30.94;17;3;0;Desktop
44879;11352;7.72;5;0;0;Mobile
44880;1233;43.90;24;0;0;Tablet
44881;4166;40.81;22;3;0;Desktop
44882;3019;18.41;20;0;0;Desktop
44883;2864;11.65;7;2;0;Desktop
44884;8979;17.33;10;0;0;Desktop
44885;9417;2.89;3;0;0;Mobile
44886;4738;10.78;15;2;0;Desktop
44887;10289;11.42;7;1;0;Tablet
44888;10151;25.70;15;3;0;Mobile
44889;2744;1.11;2;0;0;Desktop
44890;11015;9.50;7;0;0;Tablet
44891;5567;10.71;10;0;0;Desktop
44892;2133;30.94;19;3;0;Mobile
44893;1374;17.61;9;3;0;Mobile
44894;2989;12.17;15;0;0;Mobile
44895;8164;31.77;20;0;0;Mobile
44896;998;6.26;8;1;0;Tablet
44897;2848;2.78;2;1;0;Mobile
44898;11059;11.97;9;0;0;Desktop
44899;9021;15.74;21;1;0;Desktop
44900;3285;17.14;19;2;0;Tablet
44901;12491;7.25;9;1;0;Mobile
44902;9679;20.53;22;0;0;Mobile
44903;5343;13.80;19;3;0;Desktop
44904;118;31.28;20;0;0;Desktop
44905;820;26.37;23;3;0;Tablet
44906;6631;10.54;15;0;0;Tablet
44907;12053;26.18;14;2;0;Tablet
44908;3401;1.99;1;1;0;Mobile
44909;10441;4.13;5;3;0;Tablet
44910;10173;10.58;15;3;0;Mobile
44911;6422;45.81;24;3;0;Desktop
44912;8418;8.49;7;3;0;Tablet
44913;2663;19.60;10;1;0;Tablet
44914;3232;6.94;10;0;0;Desktop
44915;11413;12.41;8;0;0;Mobile
44916;6865;4.50;5;3;2;Tablet
44917;7242;1.59;3;3;0;Tablet
44918;201;12.95;15;3;0;Desktop
44919;3591;2.93;5;3;0;Mobile
44920;7565;21.25;23;3;0;Desktop
44921;5332;14.33;13;0;0;Tablet
44922;3964;1.90;1;0;0;Desktop
44923;10723;33.69;22;0;0;Desktop
44924;5998;29.49;19;0;0;Desktop
44925;9156;16.35;9;0;0;Tablet
44926;5382;33.89;19;1;0;Desktop
44927;9588;19.53;10;0;0;Desktop
44928;4339;37.36;22;0;0;Desktop
44929;672;44.87;24;1;0;Mobile
44930;3006;12.46;11;0;0;Mobile
44931;8408;18.57;23;2;0;Mobile
44932;10869;5.59;4;0;0;Desktop
44933;11653;10.43;6;2;0;Tablet
44934;3964;6.39;7;2;0;Mobile
44935;11925;6.39;8;4;0;Tablet
44936;9223;20.33;12;3;0;Desktop
44937;7420;25.95;15;4;0;Desktop
44938;9074;9.45;12;1;0;Mobile
44939;1472;42.39;24;2;0;Desktop
44940;3715;22.49;21;3;0;Desktop
44941;859;13.97;19;1;0;Desktop
44942;12223;1.56;1;4;0;Mobile
44943;4638;2.56;2;0;0;Mobile
44944;11145;0.57;1;1;0;Mobile
44945;10057;5.70;4;0;0;Desktop
44946;2780;21.91;25;2;0;Tablet
44947;530;2.14;2;4;0;Desktop
44948;10103;15.51;23;0;0;Mobile
44949;3450;15.38;19;3;0;Desktop
44950;10911;12.43;10;1;0;Desktop
44951;3106;12.05;9;4;0;Desktop
44952;4534;7.23;10;1;0;Tablet
44953;12243;19.29;16;3;2;Tablet
44954;9375;9.08;16;2;0;Mobile
44955;2258;17.60;20;0;0;Desktop
44956;5544;1.42;2;3;0;Mobile
44957;4866;15.53;11;0;0;Tablet
44958;7183;12.59;12;4;1;Desktop
44959;1092;26.28;18;0;0;Tablet
44960;5726;2.42;2;0;0;Tablet
44961;10043;15.51;15;0;0;Mobile
44962;8122;19.33;17;0;0;Tablet
44963;7563;8.09;6;0;0;Desktop
44964;9453;14.08;12;4;0;Desktop
44965;5430;16.91;23;3;2;Tablet
44966;3546;16.50;16;3;0;Desktop
44967;755;18.62;10;0;0;Mobile
44968;9388;18.99;14;0;0;Tablet
44969;5218;23.29;14;4;0;Desktop
44970;5343;27.97;16;1;0;Mobile
44971;4880;29.05;18;0;0;Desktop
44972;10185;33.56;19;1;0;Desktop
44973;7378;37.41;23;3;0;Mobile
44974;3619;20.26;16;0;0;Desktop
44975;6933;12.40;12;0;0;Tablet
44976;7841;12.49;19;3;0;Mobile
44977;10508;16.73;9;0;0;Desktop
44978;12009;10.02;16;0;0;Desktop
44979;3066;9.15;6;3;0;Tablet
44980;126;7.47;7;2;0;Desktop
44981;5836;22.13;18;1;0;Tablet
44982;2267;3.63;4;4;0;Tablet
44983;5390;0.84;1;4;0;Tablet
44984;7818;13.80;19;0;0;Tablet
44985;5857;15.99;8;0;0;Mobile
44986;9806;15.09;13;4;0;Desktop
44987;4966;19.75;20;2;0;Mobile
44988;8150;8.08;8;0;0;Mobile
44989;9160;0.99;1;0;0;Desktop
44990;5075;12.41;17;3;0;Mobile
44991;11796;18.69;23;4;0;Mobile
44992;4939;24.77;13;4;0;Tablet
44993;3514;3.24;3;0;0;Desktop
44994;8981;3.40;3;0;0;Tablet
44995;12400;12.64;10;0;0;Tablet
44996;2993;6.30;6;0;0;Mobile
44997;11559;2.08;4;1;0;Tablet
44998;6904;36.06;20;0;0;Desktop
44999;4861;6.39;4;0;0;Tablet
45000;9730;21.28;22;0;0;Tablet
45001;10445;16.75;18;4;0;Desktop
45002;3335;2.92;3;0;0;Mobile
45003;600;5.76;5;0;0;Mobile
45004;941;6.87;4;0;0;Tablet
45005;7224;10.92;6;0;0;Desktop
45006;1528;11.77;8;4;0;Tablet
45007;9176;8.83;10;1;0;Desktop
45008;9221;12.80;22;0;0;Desktop
45009;6430;1.76;3;0;0;Mobile
45010;8488;33.04;21;0;0;Desktop
45011;5412;17.35;10;0;0;Tablet
45012;3079;28.21;20;1;0;Mobile
45013;11037;14.68;8;0;0;Desktop
45014;11448;12.85;15;0;0;Desktop
45015;1343;18.06;15;1;0;Mobile
45016;11236;20.30;13;1;0;Mobile
45017;7896;7.32;8;2;0;Mobile
45018;5319;20.17;12;4;1;Desktop
45019;8969;10.63;11;0;0;Tablet
45020;6983;24.49;17;0;0;Mobile
45021;217;37.24;25;1;0;Mobile
45022;4535;2.63;3;0;0;Desktop
45023;8846;6.61;13;3;2;Tablet
45024;5793;29.61;16;0;0;Desktop
45025;9858;5.34;4;0;0;Desktop
45026;3437;3.81;2;0;0;Mobile
45027;7945;5.44;3;4;0;Desktop
45028;4741;20.19;22;0;0;Desktop
45029;9226;12.69;14;0;0;Tablet
45030;1473;3.86;5;0;0;Mobile
45031;5697;7.15;5;0;0;Mobile
45032;2757;7.59;15;0;0;Mobile
45033;8604;24.26;14;0;0;Tablet
45034;9731;30.29;19;3;0;Desktop
45035;2784;24.94;18;0;0;Desktop
45036;617;26.54;25;4;3;Desktop
45037;10232;13.03;23;3;0;Tablet
45038;7507;9.76;5;0;0;Tablet
45039;10582;21.87;23;4;0;Tablet
45040;5468;31.12;22;0;0;Desktop
45041;1666;33.37;19;2;0;Mobile
45042;8460;3.43;6;1;0;Mobile
45043;11141;28.78;18;3;1;Tablet
45044;3563;17.41;10;1;0;Mobile
45045;5263;4.25;5;1;0;Desktop
45046;12468;12.31;24;0;0;Desktop
45047;5237;24.24;20;0;0;Mobile
45048;5795;3.42;2;3;0;Desktop
45049;9784;27.91;17;0;0;Mobile
45050;11733;6.28;9;0;0;Tablet
45051;10839;0.63;1;0;0;Desktop
45052;8947;10.26;7;4;0;Desktop
45053;2045;19.08;11;0;0;Mobile
45054;4938;13.64;21;2;0;Desktop
45055;10790;12.33;17;0;0;Desktop
45056;6772;11.53;6;0;0;Mobile
45057;2303;17.72;15;0;0;Tablet
45058;8590;8.58;6;4;0;Tablet
45059;5315;12.88;17;1;0;Tablet
45060;8445;4.09;3;2;0;Mobile
45061;8779;5.21;9;0;0;Desktop
45062;5;11.94;13;1;0;Tablet
45063;11646;24.88;14;0;0;Mobile
45064;1076;9.78;5;1;0;Desktop
45065;4473;10.98;10;0;0;Tablet
45066;9661;25.65;25;4;0;Mobile
45067;6815;26.95;21;4;0;Desktop
45068;6267;4.45;3;0;0;Desktop
45069;2132;3.71;7;0;0;Desktop
45070;7352;17.25;11;4;0;Desktop
45071;9760;44.00;22;0;0;Tablet
45072;5532;7.45;7;1;0;Tablet
45073;2104;39.86;22;3;0;Desktop
45074;1352;20.73;25;0;0;Tablet
45075;12221;2.46;2;0;0;Mobile
45076;502;11.05;11;0;0;Tablet
45077;10795;8.20;7;0;0;Tablet
45078;7300;3.35;4;3;0;Desktop
45079;8704;8.20;5;1;0;Desktop
45080;9840;13.43;10;4;0;Desktop
45081;4160;24.08;23;4;0;Mobile
45082;4302;8.17;6;4;0;Desktop
45083;690;3.89;5;4;0;Desktop
45084;4593;15.56;19;3;2;Tablet
45085;708;14.48;18;0;0;Desktop
45086;941;30.36;20;0;0;Mobile
45087;560;14.28;16;3;2;Desktop
45088;1275;8.40;6;1;0;Mobile
45089;2482;28.20;18;4;0;Desktop
45090;2285;5.75;3;1;0;Tablet
45091;11877;5.46;5;0;0;Tablet
45092;10455;16.77;16;3;0;Tablet
45093;4435;7.48;7;2;0;Tablet
45094;10407;13.83;21;0;0;Desktop
45095;6808;5.26;10;4;2;Tablet
45096;4684;12.09;11;0;0;Mobile
45097;7176;23.38;16;0;0;Desktop
45098;2162;28.54;18;4;2;Desktop
45099;11269;10.73;13;2;0;Mobile
45100;8280;16.64;15;0;0;Tablet
45101;3515;29.81;15;2;1;Mobile
45102;11631;12.87;19;2;0;Mobile
45103;7616;45.75;23;3;2;Desktop
45104;382;4.44;3;0;0;Mobile
45105;3757;22.42;13;2;0;Tablet
45106;10320;18.87;20;0;0;Desktop
45107;11579;26.46;23;3;0;Tablet
45108;11381;3.04;4;1;0;Tablet
45109;9265;8.61;7;0;0;Tablet
45110;10367;13.18;10;3;0;Tablet
45111;9838;1.36;1;1;0;Mobile
45112;12116;16.08;11;1;0;Tablet
45113;7600;20.18;21;0;0;Tablet
45114;877;4.23;6;3;0;Mobile
45115;3819;22.57;12;3;0;Mobile
45116;10855;13.56;11;0;0;Desktop
45117;843;3.98;5;0;0;Tablet
45118;379;2.45;4;0;0;Tablet
45119;9189;2.79;5;0;0;Desktop
45120;8130;2.99;3;3;0;Desktop
45121;7692;32.80;20;4;0;Mobile
45122;7544;10.34;6;0;0;Tablet
45123;203;47.23;24;0;0;Tablet
45124;6361;9.47;8;3;2;Tablet
45125;10113;12.41;9;0;0;Desktop
45126;4437;5.82;3;1;0;Tablet
45127;1313;41.13;22;3;0;Desktop
45128;6830;8.86;7;3;0;Mobile
45129;8438;6.78;4;0;0;Mobile
45130;12275;14.52;13;0;0;Mobile
45131;10609;27.11;16;0;0;Desktop
45132;5576;12.54;8;1;0;Tablet
45133;11348;15.43;21;2;0;Tablet
45134;2622;26.93;22;1;0;Mobile
45135;3423;0.89;1;0;0;Mobile
45136;9796;14.37;11;0;0;Tablet
45137;4992;4.25;5;0;0;Tablet
45138;5530;20.77;17;1;0;Tablet
45139;11809;25.13;15;0;0;Tablet
45140;1293;19.71;13;4;0;Desktop
45141;11230;13.05;10;3;2;Desktop
45142;9271;5.06;9;0;0;Mobile
45143;1582;6.38;5;3;0;Tablet
45144;1393;16.05;25;3;0;Mobile
45145;5258;13.34;22;0;0;Mobile
45146;4988;6.14;6;4;1;Desktop
45147;7038;29.89;16;1;0;Tablet
45148;10177;4.65;5;2;0;Desktop
45149;2781;13.46;23;0;0;Mobile
45150;6725;22.64;12;0;0;Mobile
45151;3927;31.68;24;0;0;Mobile
45152;8680;25.57;20;0;0;Desktop
45153;2193;36.09;21;3;0;Mobile
45154;3858;29.00;19;0;0;Mobile
45155;2482;6.18;5;0;0;Mobile
45156;3074;2.99;4;0;0;Mobile
45157;2895;3.92;5;0;0;Mobile
45158;5352;9.78;5;0;0;Tablet
45159;4066;5.57;5;2;0;Desktop
45160;1969;28.32;23;0;0;Desktop
45161;5598;8.14;9;2;0;Mobile
45162;10804;4.47;4;2;0;Mobile
45163;2874;16.07;14;2;0;Tablet
45164;70;13.81;8;0;0;Mobile
45165;6930;17.87;25;2;0;Desktop
45166;11771;42.52;24;4;0;Desktop
45167;9472;27.59;16;4;0;Desktop
45168;7644;4.49;3;0;0;Tablet
45169;359;20.21;12;0;0;Tablet
45170;1973;25.27;13;4;0;Desktop
45171;2543;25.02;16;0;0;Mobile
45172;96;14.41;25;0;0;Desktop
45173;6000;16.07;10;2;0;Desktop
45174;941;12.30;20;2;1;Tablet
45175;454;39.65;22;1;0;Mobile
45176;8993;17.81;11;0;0;Tablet
45177;11623;26.04;18;1;0;Tablet
45178;2852;3.32;4;2;0;Mobile
45179;5009;7.50;5;0;0;Desktop
45180;7031;14.32;12;0;0;Mobile
45181;10868;20.54;21;0;0;Desktop
45182;1227;41.33;23;0;0;Desktop
45183;1645;5.62;3;4;0;Mobile
45184;9163;9.89;16;4;0;Desktop
45185;1208;1.64;2;0;0;Mobile
45186;7631;36.12;20;0;0;Tablet
45187;8778;11.68;11;2;0;Desktop
45188;1216;4.15;4;0;0;Desktop
45189;7656;11.29;7;4;0;Tablet
45190;8643;26.07;18;4;0;Desktop
45191;2707;3.79;2;3;0;Desktop
45192;8376;28.80;20;0;0;Mobile
45193;7290;1.28;1;1;0;Tablet
45194;1509;11.71;6;0;0;Tablet
45195;219;32.38;21;0;0;Mobile
45196;1464;17.03;18;0;0;Mobile
45197;11307;9.30;11;3;0;Desktop
45198;674;7.34;9;1;0;Tablet
