OrderID;CustomerID;OrderDate;DeliveryDate;OrderStatus;PaymentMethod;TransactionID;ProductID;QuantityOrdered;Totalprice;DiscountsApplied;TaxApplied
10509;4301;2025-05-14 10:01:11.687;NULL;NULL;Debit Card;26240;830;1;109.08;34.75;8.73
10509;4301;2025-05-14 10:01:11.687;NULL;NULL;Debit Card;26241;838;1;190.10;0.00;15.21
10509;4301;2025-05-14 10:01:11.687;NULL;NULL;Debit Card;26242;461;1;107.00;26.96;8.56
10510;1975;2023-01-12 10:01:11.693;2023-01-16 10:01:11.693;Completed;NULL;26243;5;1;1803.88;0.00;144.31
10510;1975;2023-01-12 10:01:11.693;2023-01-16 10:01:11.693;Completed;NULL;26244;502;1;1470.92;0.00;117.67
10511;726;2023-05-16 10:01:11.693;2023-05-24 10:01:11.693;Completed;PayPal;26245;832;1;182.96;38.13;14.64
10511;726;2023-05-16 10:01:11.693;2023-05-24 10:01:11.693;Completed;PayPal;26246;568;1;98.73;24.67;7.90
10512;1380;2023-10-05 10:01:11.697;NULL;Cancelled;Credit Card;26247;750;1;112.62;18.86;9.01
10512;1380;2023-10-05 10:01:11.697;NULL;Cancelled;Credit Card;26248;358;1;1061.56;0.00;84.92
10512;1380;2023-10-05 10:01:11.697;NULL;Cancelled;Credit Card;26249;48;1;51.12;0.00;4.09
10513;806;2024-07-20 10:01:11.700;2024-07-23 10:01:11.700;Completed;Credit Card;26250;983;1;1381.03;0.00;110.48
10513;806;2024-07-20 10:01:11.700;2024-07-23 10:01:11.700;Completed;Credit Card;26251;138;1;402.46;0.00;32.20
10513;806;2024-07-20 10:01:11.700;2024-07-23 10:01:11.700;Completed;Credit Card;26252;891;1;669.13;149.83;53.53
10514;341;2024-04-28 10:01:11.703;NULL;NULL;NULL;26253;279;1;186.25;22.65;14.90
10515;7526;2023-12-25 10:01:11.703;NULL;NULL;PayPal;26254;460;1;325.26;0.00;26.02
10515;7526;2023-12-25 10:01:11.703;NULL;NULL;PayPal;26255;80;1;103.14;0.00;8.25
10516;100;2024-06-09 10:01:11.707;2024-06-13 10:01:11.707;Completed;PayPal;26256;779;1;151.70;0.00;12.14
10516;100;2024-06-09 10:01:11.707;2024-06-13 10:01:11.707;Completed;PayPal;26257;43;1;32.08;0.00;2.57
10517;4664;2023-04-26 10:01:11.707;NULL;NULL;Debit Card;26258;357;1;117.55;0.00;9.40
10518;5429;2023-04-29 10:01:11.710;NULL;Pending;NULL;26259;344;1;206.71;0.00;16.54
10518;5429;2023-04-29 10:01:11.710;NULL;Pending;NULL;26260;686;1;152.93;0.00;12.23
10518;5429;2023-04-29 10:01:11.710;NULL;Pending;NULL;26261;172;1;69.65;0.00;5.57
10519;8759;2024-09-21 10:01:11.710;2024-09-25 10:01:11.710;Completed;Credit Card;26262;701;1;1905.49;0.00;152.44
10520;28;2023-03-12 10:01:11.713;NULL;NULL;NULL;26263;890;1;295.52;0.00;23.64
10520;28;2023-03-12 10:01:11.713;NULL;NULL;NULL;26264;898;1;136.84;0.00;10.95
10521;45;2024-02-01 10:01:11.717;2024-02-07 10:01:11.717;Completed;Cash on Delivery;26265;418;1;282.11;0.00;22.57
10521;45;2024-02-01 10:01:11.717;2024-02-07 10:01:11.717;Completed;Cash on Delivery;26266;204;1;307.88;0.00;24.63
10522;787;2025-02-28 10:01:11.717;2025-03-04 10:01:11.717;Completed;Credit Card;26267;417;1;26.54;0.00;2.12
10523;3612;2024-02-22 10:01:11.720;2024-02-25 10:01:11.720;Completed;NULL;26268;849;1;116.68;0.00;9.33
10524;40;2025-08-01 10:01:11.720;NULL;NULL;Debit Card;26269;973;1;1045.80;0.00;83.66
10524;40;2025-08-01 10:01:11.720;NULL;NULL;Debit Card;26270;647;1;1170.24;0.00;93.62
10524;40;2025-08-01 10:01:11.720;NULL;NULL;Debit Card;26271;785;1;167.94;0.00;13.44
10525;1;2024-05-06 10:01:11.723;2024-05-08 10:01:11.723;Completed;PayPal;26272;608;1;89.43;0.00;7.15
10525;1;2024-05-06 10:01:11.723;2024-05-08 10:01:11.723;Completed;PayPal;26273;536;1;29.76;3.89;2.38
10525;1;2024-05-06 10:01:11.723;2024-05-08 10:01:11.723;Completed;PayPal;26274;197;1;1950.11;0.00;156.01
10525;1;2024-05-06 10:01:11.723;2024-05-08 10:01:11.723;Completed;PayPal;26275;464;1;80.25;0.00;6.42
10526;3799;2024-07-26 10:01:11.727;NULL;NULL;NULL;26276;752;1;231.89;0.00;18.55
10527;13;2024-11-10 10:01:11.730;2024-11-15 10:01:11.730;Completed;PayPal;26277;925;1;36.08;11.37;2.89
10527;13;2024-11-10 10:01:11.730;2024-11-15 10:01:11.730;Completed;PayPal;26278;661;1;102.25;27.44;8.18
10527;13;2024-11-10 10:01:11.730;2024-11-15 10:01:11.730;Completed;PayPal;26279;437;1;128.60;7.78;10.29
10527;13;2024-11-10 10:01:11.730;2024-11-15 10:01:11.730;Completed;PayPal;26280;761;1;263.18;0.00;21.05
10528;268;2024-08-05 10:01:11.730;NULL;NULL;NULL;26281;580;1;547.87;0.00;43.83
10528;268;2024-08-05 10:01:11.730;NULL;NULL;NULL;26282;296;1;190.48;0.00;15.24
10529;981;2025-02-15 10:01:11.733;2025-02-23 10:01:11.733;Completed;Cash on Delivery;26283;827;1;194.19;0.00;15.54
10529;981;2025-02-15 10:01:11.733;2025-02-23 10:01:11.733;Completed;Cash on Delivery;26284;971;1;188.87;0.00;15.11
10529;981;2025-02-15 10:01:11.733;2025-02-23 10:01:11.733;Completed;Cash on Delivery;26285;19;1;180.69;0.00;14.46
10530;9211;2024-04-25 10:01:11.740;2024-04-27 10:01:11.740;Completed;PayPal;26286;91;1;463.27;0.00;37.06
10531;4290;2024-03-05 10:01:11.740;NULL;NULL;PayPal;26287;232;1;115.90;0.00;9.27
10532;4238;2024-12-16 10:01:11.740;2024-12-20 10:01:11.740;Completed;Credit Card;26288;769;1;1678.80;285.44;134.30
10532;4238;2024-12-16 10:01:11.740;2024-12-20 10:01:11.740;Completed;Credit Card;26289;133;1;99.19;0.00;7.94
10532;4238;2024-12-16 10:01:11.740;2024-12-20 10:01:11.740;Completed;Credit Card;26290;855;1;912.09;0.00;72.97
10532;4238;2024-12-16 10:01:11.740;2024-12-20 10:01:11.740;Completed;Credit Card;26291;881;1;351.79;0.00;28.14
10533;7125;2022-12-29 10:01:11.743;NULL;NULL;Debit Card;26292;898;13;1778.92;0.00;142.31
10533;7125;2022-12-29 10:01:11.743;NULL;NULL;Debit Card;26293;406;1;114.25;16.94;9.14
10533;7125;2022-12-29 10:01:11.743;NULL;NULL;Debit Card;26294;67;1;551.52;0.00;44.12
10533;7125;2022-12-29 10:01:11.743;NULL;NULL;Debit Card;26295;957;1;607.48;0.00;48.60
10534;124;2024-09-05 10:01:11.747;2024-09-13 10:01:11.747;Completed;Debit Card;26296;535;1;262.84;51.54;21.03
10534;124;2024-09-05 10:01:11.747;2024-09-13 10:01:11.747;Completed;Debit Card;26297;861;1;160.80;0.00;12.86
10535;9254;2025-09-06 10:01:11.750;NULL;NULL;NULL;26298;7;1;894.06;164.84;71.52
10535;9254;2025-09-06 10:01:11.750;NULL;NULL;NULL;26299;505;1;101.64;0.00;8.13
10535;9254;2025-09-06 10:01:11.750;NULL;NULL;NULL;26300;590;1;56.92;0.00;4.55
10535;9254;2025-09-06 10:01:11.750;NULL;NULL;NULL;26301;566;1;689.37;99.44;55.15
10536;617;2024-11-11 10:01:11.753;2024-11-15 10:01:11.753;Completed;Cash on Delivery;26302;631;1;217.44;0.00;17.40
10536;617;2024-11-11 10:01:11.753;2024-11-15 10:01:11.753;Completed;Cash on Delivery;26303;121;1;80.66;0.00;6.45
10536;617;2024-11-11 10:01:11.753;2024-11-15 10:01:11.753;Completed;Cash on Delivery;26304;220;1;1187.52;149.96;95.00
10536;617;2024-11-11 10:01:11.753;2024-11-15 10:01:11.753;Completed;Cash on Delivery;26305;250;1;1412.16;0.00;112.97
10537;2952;2023-05-03 10:01:11.757;2023-05-05 10:01:11.757;Completed;Cash on Delivery;26306;523;1;1680.46;0.00;134.44
10537;2952;2023-05-03 10:01:11.757;2023-05-05 10:01:11.757;Completed;Cash on Delivery;26307;28;1;199.27;0.00;15.94
10538;1159;2024-02-04 10:01:11.760;2024-02-11 10:01:11.760;Completed;PayPal;26308;867;1;158.04;0.00;12.64
10538;1159;2024-02-04 10:01:11.760;2024-02-11 10:01:11.760;Completed;PayPal;26309;610;1;1848.49;0.00;147.88
10538;1159;2024-02-04 10:01:11.760;2024-02-11 10:01:11.760;Completed;PayPal;26310;894;1;65.81;18.55;5.26
10539;526;2024-09-10 10:01:11.760;2024-09-16 10:01:11.760;Completed;Debit Card;26311;918;1;568.78;136.44;45.50
10539;526;2024-09-10 10:01:11.760;2024-09-16 10:01:11.760;Completed;Debit Card;26312;800;1;208.61;0.00;16.69
10539;526;2024-09-10 10:01:11.760;2024-09-16 10:01:11.760;Completed;Debit Card;26313;313;1;22.84;2.39;1.83
10540;6803;2025-03-19 10:01:11.763;2025-03-22 10:01:11.763;Completed;PayPal;26314;332;1;161.91;0.00;12.95
10540;6803;2025-03-19 10:01:11.763;2025-03-22 10:01:11.763;Completed;PayPal;26315;218;1;362.04;0.00;28.96
10541;481;2024-03-10 10:01:11.767;NULL;Cancelled;Debit Card;26316;680;1;1146.03;0.00;91.68
10541;481;2024-03-10 10:01:11.767;NULL;Cancelled;Debit Card;26317;964;12;1718.52;0.00;137.48
10542;199;2022-11-09 10:01:11.770;NULL;NULL;NULL;26318;714;1;225.85;0.00;18.07
10543;2531;2024-08-03 10:01:11.770;2024-08-11 10:01:11.770;Completed;Credit Card;26319;649;1;227.12;0.00;18.17
10544;6535;2023-06-13 10:01:11.770;2023-06-21 10:01:11.770;Completed;NULL;26320;514;1;109.53;0.00;8.76
10544;6535;2023-06-13 10:01:11.770;2023-06-21 10:01:11.770;Completed;NULL;26321;535;1;314.38;0.00;25.15
10544;6535;2023-06-13 10:01:11.770;2023-06-21 10:01:11.770;Completed;NULL;26322;845;1;1753.37;0.00;140.27
10545;4702;2025-04-29 10:01:11.773;NULL;NULL;NULL;26323;323;1;679.93;0.00;54.39
10545;4702;2025-04-29 10:01:11.773;NULL;NULL;NULL;26324;952;1;70.15;0.00;5.61
10546;2750;2023-09-27 10:01:11.777;NULL;NULL;NULL;26325;386;1;81.68;0.00;6.53
10547;767;2024-12-23 10:01:11.777;2024-12-30 10:01:11.777;Completed;Debit Card;26326;971;1;188.87;0.00;15.11
10548;152;2024-04-12 10:01:11.780;NULL;Cancelled;Cash on Delivery;26327;395;1;64.57;14.69;5.17
10548;152;2024-04-12 10:01:11.780;NULL;Cancelled;Cash on Delivery;26328;314;1;385.42;0.00;30.83
10548;152;2024-04-12 10:01:11.780;NULL;Cancelled;Cash on Delivery;26329;22;1;151.23;0.00;12.10
10549;421;2025-08-30 10:01:11.783;2025-09-03 10:01:11.783;Completed;PayPal;26330;272;1;181.23;0.00;14.50
10550;5516;2023-02-16 10:01:11.783;2023-02-21 10:01:11.783;Completed;Credit Card;26331;652;1;61.85;0.00;4.95
10550;5516;2023-02-16 10:01:11.783;2023-02-21 10:01:11.783;Completed;Credit Card;26332;943;1;50.99;0.00;4.08
10551;1392;2025-01-18 10:01:11.787;2025-01-22 10:01:11.787;Completed;Cash on Delivery;26333;460;1;325.26;0.00;26.02
10551;1392;2025-01-18 10:01:11.787;2025-01-22 10:01:11.787;Completed;Cash on Delivery;26334;299;1;231.56;17.56;18.52
10552;5486;2023-03-01 10:01:11.790;2023-03-08 10:01:11.790;Completed;Credit Card;26335;422;1;279.43;0.00;22.35
10552;5486;2023-03-01 10:01:11.790;2023-03-08 10:01:11.790;Completed;Credit Card;26336;725;1;281.67;0.00;22.53
10552;5486;2023-03-01 10:01:11.790;2023-03-08 10:01:11.790;Completed;Credit Card;26337;240;1;1783.91;0.00;142.71
10553;930;2024-07-14 10:01:11.793;2024-07-17 10:01:11.793;Completed;PayPal;26338;123;1;160.96;16.35;12.88
10554;1052;2022-12-13 10:01:11.797;2022-12-17 10:01:11.797;Completed;Credit Card;26339;201;1;1589.80;0.00;127.18
10554;1052;2022-12-13 10:01:11.797;2022-12-17 10:01:11.797;Completed;Credit Card;26340;106;1;108.44;0.00;8.68
10554;1052;2022-12-13 10:01:11.797;2022-12-17 10:01:11.797;Completed;Credit Card;26341;30;1;289.11;0.00;23.13
10555;4715;2024-12-15 10:01:11.800;2024-12-19 10:01:11.800;Completed;NULL;26342;803;1;185.70;0.00;14.86
10555;4715;2024-12-15 10:01:11.800;2024-12-19 10:01:11.800;Completed;NULL;26343;193;1;646.33;185.33;51.71
10555;4715;2024-12-15 10:01:11.800;2024-12-19 10:01:11.800;Completed;NULL;26344;97;1;151.86;0.00;12.15
10555;4715;2024-12-15 10:01:11.800;2024-12-19 10:01:11.800;Completed;NULL;26345;475;1;400.46;0.00;32.04
10556;240;2023-06-27 10:01:11.803;NULL;NULL;NULL;26346;911;1;118.46;0.00;9.48
10557;3709;2025-02-08 10:01:11.807;2025-02-15 10:01:11.807;Completed;Credit Card;26347;884;6;974.40;0.00;77.95
10557;3709;2025-02-08 10:01:11.807;2025-02-15 10:01:11.807;Completed;Credit Card;26348;537;1;133.69;0.00;10.70
10557;3709;2025-02-08 10:01:11.807;2025-02-15 10:01:11.807;Completed;Credit Card;26349;894;1;84.36;0.00;6.75
10558;821;2025-01-02 10:01:11.807;2025-01-06 10:01:11.807;Completed;NULL;26350;787;1;405.82;0.00;32.47
10558;821;2025-01-02 10:01:11.807;2025-01-06 10:01:11.807;Completed;NULL;26351;615;1;73.28;0.00;5.86
10558;821;2025-01-02 10:01:11.807;2025-01-06 10:01:11.807;Completed;NULL;26352;472;1;180.21;0.00;14.42
10558;821;2025-01-02 10:01:11.807;2025-01-06 10:01:11.807;Completed;NULL;26353;639;1;180.30;0.00;14.42
10559;2445;2022-12-04 10:01:11.810;NULL;NULL;Debit Card;26354;54;1;329.47;0.00;26.36
10560;6683;2025-08-16 10:01:11.813;NULL;NULL;NULL;26355;353;1;392.07;77.33;31.37
10560;6683;2025-08-16 10:01:11.813;NULL;NULL;NULL;26356;210;1;67.43;0.00;5.39
10560;6683;2025-08-16 10:01:11.813;NULL;NULL;NULL;26357;892;1;283.38;0.00;22.67
10561;3608;2023-06-03 10:01:11.817;NULL;NULL;NULL;26358;757;1;105.67;0.00;8.45
10562;589;2023-12-29 10:01:11.817;NULL;NULL;NULL;26359;631;1;171.20;46.24;13.70
10562;589;2023-12-29 10:01:11.817;NULL;NULL;NULL;26360;283;1;1337.57;0.00;107.01
10563;8161;2023-05-30 10:01:11.820;2023-06-06 10:01:11.820;Completed;NULL;26361;136;1;90.83;0.00;7.27
10563;8161;2023-05-30 10:01:11.820;2023-06-06 10:01:11.820;Completed;NULL;26362;588;1;298.78;0.00;23.90
10563;8161;2023-05-30 10:01:11.820;2023-06-06 10:01:11.820;Completed;NULL;26363;960;1;46.39;4.70;3.71
10563;8161;2023-05-30 10:01:11.820;2023-06-06 10:01:11.820;Completed;NULL;26364;417;9;195.35;43.51;15.63
10564;9317;2025-02-11 10:01:11.823;NULL;NULL;Debit Card;26365;504;1;244.95;35.70;19.60
10564;9317;2025-02-11 10:01:11.823;NULL;NULL;Debit Card;26366;704;1;21.03;0.00;1.68
10565;6080;2024-07-16 10:01:11.823;NULL;NULL;Credit Card;26367;440;1;293.01;0.00;23.44
10565;6080;2024-07-16 10:01:11.823;NULL;NULL;Credit Card;26368;468;1;1543.36;0.00;123.47
10566;4284;2023-05-28 10:01:11.827;NULL;NULL;Cash on Delivery;26369;704;1;21.03;0.00;1.68
10566;4284;2023-05-28 10:01:11.827;NULL;NULL;Cash on Delivery;26370;555;1;926.20;0.00;74.10
10566;4284;2023-05-28 10:01:11.827;NULL;NULL;Cash on Delivery;26371;897;1;99.47;0.00;7.96
10566;4284;2023-05-28 10:01:11.827;NULL;NULL;Cash on Delivery;26372;566;1;788.81;0.00;63.10
10567;467;2024-11-26 10:01:11.830;NULL;NULL;Cash on Delivery;26373;251;1;269.07;0.00;21.53
10567;467;2024-11-26 10:01:11.830;NULL;NULL;Cash on Delivery;26374;884;1;162.40;0.00;12.99
10568;138;2023-07-24 10:01:11.833;NULL;NULL;Credit Card;26375;650;1;331.74;0.00;26.54
10568;138;2023-07-24 10:01:11.833;NULL;NULL;Credit Card;26376;93;1;142.81;0.00;11.42
10568;138;2023-07-24 10:01:11.833;NULL;NULL;Credit Card;26377;950;1;179.36;0.00;14.35
10568;138;2023-07-24 10:01:11.833;NULL;NULL;Credit Card;26378;313;1;25.23;0.00;2.02
10569;1130;2023-05-10 10:01:11.837;NULL;NULL;Credit Card;26379;968;1;52.30;0.00;4.18
10569;1130;2023-05-10 10:01:11.837;NULL;NULL;Credit Card;26380;609;1;1444.73;0.00;115.58
10570;20;2024-04-07 10:01:11.840;NULL;NULL;PayPal;26381;985;1;332.27;0.00;26.58
10570;20;2024-04-07 10:01:11.840;NULL;NULL;PayPal;26382;831;1;212.30;52.09;16.98
10571;142;2024-11-13 10:01:11.840;NULL;NULL;NULL;26383;448;1;747.43;0.00;59.79
10572;6950;2024-05-25 10:01:11.843;2024-05-28 10:01:11.843;Completed;Debit Card;26384;837;1;167.04;0.00;13.36
10572;6950;2024-05-25 10:01:11.843;2024-05-28 10:01:11.843;Completed;Debit Card;26385;120;1;184.68;0.00;14.77
10572;6950;2024-05-25 10:01:11.843;2024-05-28 10:01:11.843;Completed;Debit Card;26386;216;1;57.69;0.00;4.62
10573;487;2024-09-09 10:01:11.847;2024-09-13 10:01:11.847;Completed;Cash on Delivery;26387;566;1;725.10;63.71;58.01
10573;487;2024-09-09 10:01:11.847;2024-09-13 10:01:11.847;Completed;Cash on Delivery;26388;509;1;488.96;0.00;39.12
10574;2303;2025-01-03 10:01:11.850;2025-01-08 10:01:11.850;Completed;Debit Card;26389;921;1;203.17;40.26;16.25
10574;2303;2025-01-03 10:01:11.850;2025-01-08 10:01:11.850;Completed;Debit Card;26390;623;1;1110.25;0.00;88.82
10574;2303;2025-01-03 10:01:11.850;2025-01-08 10:01:11.850;Completed;Debit Card;26391;968;1;52.30;0.00;4.18
10574;2303;2025-01-03 10:01:11.850;2025-01-08 10:01:11.850;Completed;Debit Card;26392;733;1;69.63;0.00;5.57
10575;1312;2024-05-25 10:01:11.853;NULL;NULL;NULL;26393;223;1;95.21;0.00;7.62
10575;1312;2024-05-25 10:01:11.853;NULL;NULL;NULL;26394;545;1;536.99;0.00;42.96
10575;1312;2024-05-25 10:01:11.853;NULL;NULL;NULL;26395;864;1;133.57;0.00;10.69
10575;1312;2024-05-25 10:01:11.853;NULL;NULL;NULL;26396;134;1;76.35;0.00;6.11
10576;9187;2025-04-05 10:01:11.857;NULL;Pending;Debit Card;26397;79;1;793.12;0.00;63.45
10577;2851;2023-04-08 10:01:11.860;2023-04-12 10:01:11.860;Completed;NULL;26398;221;1;163.66;0.00;13.09
10577;2851;2023-04-08 10:01:11.860;2023-04-12 10:01:11.860;Completed;NULL;26399;308;1;198.45;0.00;15.88
10577;2851;2023-04-08 10:01:11.860;2023-04-12 10:01:11.860;Completed;NULL;26400;195;1;274.31;0.00;21.94
10578;1104;2024-03-04 10:01:11.863;2024-03-07 10:01:11.863;Completed;NULL;26401;950;1;179.36;0.00;14.35
10579;281;2025-05-27 10:01:11.867;2025-05-30 10:01:11.867;Completed;Credit Card;26402;702;1;253.48;0.00;20.28
10579;281;2025-05-27 10:01:11.867;2025-05-30 10:01:11.867;Completed;Credit Card;26403;903;1;144.82;38.67;11.59
10579;281;2025-05-27 10:01:11.867;2025-05-30 10:01:11.867;Completed;Credit Card;26404;392;1;201.26;0.00;16.10
10579;281;2025-05-27 10:01:11.867;2025-05-30 10:01:11.867;Completed;Credit Card;26405;777;1;276.60;0.00;22.13
10580;9609;2025-02-18 10:01:11.870;2025-02-21 10:01:11.870;Completed;Credit Card;26406;415;1;474.25;91.43;37.94
10580;9609;2025-02-18 10:01:11.870;2025-02-21 10:01:11.870;Completed;Credit Card;26407;995;1;18.53;0.00;1.48
10581;7381;2022-12-06 10:01:11.873;NULL;NULL;NULL;26408;535;1;314.38;0.00;25.15
10581;7381;2022-12-06 10:01:11.873;NULL;NULL;NULL;26409;809;1;81.00;0.00;6.48
10581;7381;2022-12-06 10:01:11.873;NULL;NULL;NULL;26410;993;1;322.49;50.29;25.80
10582;8184;2023-05-30 10:01:11.880;2023-06-03 10:01:11.880;Completed;NULL;26411;393;1;1745.55;0.00;139.64
10582;8184;2023-05-30 10:01:11.880;2023-06-03 10:01:11.880;Completed;NULL;26412;133;1;99.19;0.00;7.94
10583;70;2025-04-16 10:01:11.880;2025-04-23 10:01:11.880;Completed;PayPal;26413;665;1;189.26;0.00;15.14
10583;70;2025-04-16 10:01:11.880;2025-04-23 10:01:11.880;Completed;PayPal;26414;908;1;170.06;0.00;13.60
10584;528;2023-02-12 10:01:11.883;2023-02-17 10:01:11.883;Completed;PayPal;26415;252;1;50.31;10.75;4.02
10584;528;2023-02-12 10:01:11.883;2023-02-17 10:01:11.883;Completed;PayPal;26416;70;1;1051.57;0.00;84.13
10584;528;2023-02-12 10:01:11.883;2023-02-17 10:01:11.883;Completed;PayPal;26417;375;1;484.07;0.00;38.73
10584;528;2023-02-12 10:01:11.883;2023-02-17 10:01:11.883;Completed;PayPal;26418;974;1;791.97;167.95;63.36
10585;7274;2024-08-25 10:01:11.890;2024-08-30 10:01:11.890;Completed;NULL;26419;656;1;286.56;0.00;22.92
10585;7274;2024-08-25 10:01:11.890;2024-08-30 10:01:11.890;Completed;NULL;26420;965;1;41.78;0.00;3.34
10586;6834;2024-08-29 10:01:11.893;2024-09-06 10:01:11.893;Completed;Credit Card;26421;329;1;1718.00;0.00;137.44
10586;6834;2024-08-29 10:01:11.893;2024-09-06 10:01:11.893;Completed;Credit Card;26422;134;1;76.35;0.00;6.11
10586;6834;2024-08-29 10:01:11.893;2024-09-06 10:01:11.893;Completed;Credit Card;26423;514;1;109.53;0.00;8.76
10586;6834;2024-08-29 10:01:11.893;2024-09-06 10:01:11.893;Completed;Credit Card;26424;222;1;38.40;0.00;3.07
10587;2638;2023-04-30 10:01:11.897;NULL;Cancelled;Cash on Delivery;26425;811;1;78.76;0.00;6.30
10587;2638;2023-04-30 10:01:11.897;NULL;Cancelled;Cash on Delivery;26426;913;1;64.45;0.00;5.16
10588;2308;2023-01-22 10:01:11.900;2023-01-26 10:01:11.900;Completed;Credit Card;26427;851;1;63.64;0.00;5.09
10589;8799;2023-07-29 10:01:11.900;2023-08-03 10:01:11.900;Completed;NULL;26428;548;1;140.58;0.00;11.25
10589;8799;2023-07-29 10:01:11.900;2023-08-03 10:01:11.900;Completed;NULL;26429;464;1;65.25;15.00;5.22
10590;931;2025-08-30 10:01:11.903;NULL;NULL;NULL;26430;575;1;32.51;0.00;2.60
10591;655;2025-09-16 10:01:11.903;2025-09-21 10:01:11.903;Completed;NULL;26431;223;1;78.90;16.31;6.31
10591;655;2025-09-16 10:01:11.903;2025-09-21 10:01:11.903;Completed;NULL;26432;615;1;73.28;0.00;5.86
10591;655;2025-09-16 10:01:11.903;2025-09-21 10:01:11.903;Completed;NULL;26433;202;1;93.54;0.00;7.48
10591;655;2025-09-16 10:01:11.903;2025-09-21 10:01:11.903;Completed;NULL;26434;635;1;247.85;0.00;19.83
10592;6312;2023-10-25 10:01:11.910;2023-11-01 10:01:11.910;Completed;PayPal;26435;617;1;1887.43;0.00;150.99
10592;6312;2023-10-25 10:01:11.910;2023-11-01 10:01:11.910;Completed;PayPal;26436;247;1;261.84;0.00;20.95
10592;6312;2023-10-25 10:01:11.910;2023-11-01 10:01:11.910;Completed;PayPal;26437;90;1;1423.49;139.99;113.88
10592;6312;2023-10-25 10:01:11.910;2023-11-01 10:01:11.910;Completed;PayPal;26438;958;1;154.14;0.00;12.33
10593;625;2025-01-16 10:01:11.913;2025-01-23 10:01:11.913;Completed;Credit Card;26439;652;1;61.85;0.00;4.95
10593;625;2025-01-16 10:01:11.913;2025-01-23 10:01:11.913;Completed;Credit Card;26440;125;1;167.46;0.00;13.40
10593;625;2025-01-16 10:01:11.913;2025-01-23 10:01:11.913;Completed;Credit Card;26441;699;1;47.29;0.00;3.78
10594;2954;2022-10-18 10:01:11.917;2022-10-25 10:01:11.917;Completed;Debit Card;26442;925;1;47.45;0.00;3.80
10594;2954;2022-10-18 10:01:11.917;2022-10-25 10:01:11.917;Completed;Debit Card;26443;524;1;230.32;17.81;18.43
10594;2954;2022-10-18 10:01:11.917;2022-10-25 10:01:11.917;Completed;Debit Card;26444;902;1;1984.70;0.00;158.78
10594;2954;2022-10-18 10:01:11.917;2022-10-25 10:01:11.917;Completed;Debit Card;26445;372;1;302.62;0.00;24.21
10595;8726;2024-11-01 10:01:11.920;2024-11-03 10:01:11.920;Completed;Debit Card;26446;817;1;1779.83;0.00;142.39
10595;8726;2024-11-01 10:01:11.920;2024-11-03 10:01:11.920;Completed;Debit Card;26447;977;1;93.66;0.00;7.49
10595;8726;2024-11-01 10:01:11.920;2024-11-03 10:01:11.920;Completed;Debit Card;26448;811;1;78.76;0.00;6.30
10596;2167;2023-11-28 10:01:11.923;NULL;NULL;Credit Card;26449;610;1;1848.49;0.00;147.88
10596;2167;2023-11-28 10:01:11.923;NULL;NULL;Credit Card;26450;277;1;513.14;98.39;41.05
10596;2167;2023-11-28 10:01:11.923;NULL;NULL;Credit Card;26451;366;1;157.48;0.00;12.60
10597;2179;2023-04-25 10:01:11.927;NULL;NULL;Credit Card;26452;842;1;94.81;0.00;7.58
10597;2179;2023-04-25 10:01:11.927;NULL;NULL;Credit Card;26453;868;1;437.11;0.00;34.97
10598;3320;2023-04-08 10:01:11.930;NULL;NULL;Credit Card;26454;4;1;171.15;0.00;13.69
10598;3320;2023-04-08 10:01:11.930;NULL;NULL;Credit Card;26455;838;1;190.10;0.00;15.21
10598;3320;2023-04-08 10:01:11.930;NULL;NULL;Credit Card;26456;557;1;113.28;0.00;9.06
10598;3320;2023-04-08 10:01:11.930;NULL;NULL;Credit Card;26457;639;1;180.30;0.00;14.42
10599;5034;2022-11-23 10:01:11.933;2022-11-27 10:01:11.933;Completed;PayPal;26458;49;1;324.42;0.00;25.95
10599;5034;2022-11-23 10:01:11.933;2022-11-27 10:01:11.933;Completed;PayPal;26459;952;1;58.68;11.47;4.69
10599;5034;2022-11-23 10:01:11.933;2022-11-27 10:01:11.933;Completed;PayPal;26460;576;1;1555.08;430.33;124.41
10599;5034;2022-11-23 10:01:11.933;2022-11-27 10:01:11.933;Completed;PayPal;26461;197;1;1950.11;0.00;156.01
10600;8863;2023-10-03 10:01:11.937;2023-10-08 10:01:11.937;Completed;PayPal;26462;186;1;11.64;0.00;0.93
10600;8863;2023-10-03 10:01:11.937;2023-10-08 10:01:11.937;Completed;PayPal;26463;965;1;41.78;0.00;3.34
10601;56;2025-04-09 10:01:11.940;2025-04-15 10:01:11.940;Completed;Credit Card;26464;457;1;197.87;0.00;15.83
10601;56;2025-04-09 10:01:11.940;2025-04-15 10:01:11.940;Completed;Credit Card;26465;987;1;24.35;1.91;1.95
10601;56;2025-04-09 10:01:11.940;2025-04-15 10:01:11.940;Completed;Credit Card;26466;97;1;151.86;0.00;12.15
10601;56;2025-04-09 10:01:11.940;2025-04-15 10:01:11.940;Completed;Credit Card;26467;653;1;334.48;0.00;26.76
10602;6684;2022-12-06 10:01:11.943;NULL;NULL;PayPal;26468;87;1;211.87;0.00;16.95
10602;6684;2022-12-06 10:01:11.943;NULL;NULL;PayPal;26469;669;1;571.78;0.00;45.74
10602;6684;2022-12-06 10:01:11.943;NULL;NULL;PayPal;26470;789;1;45.54;0.00;3.64
